cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"16239","0","367954","","ELSA STATE BANK AND TRUST COMPANY","Elsa","TX","78543","6/30/2010","8/17/2020","NM","300 W. Edinburg Ave.","","6","0","0","8","1","Hidalgo","32580","McAllen-Edinburg-Mission, TX","3/12/1945","3/12/1945","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","7919","","","","","","","","","7919"
"10185","0","13251","1128947","ELYSIAN BANK","Elysian","MN","56028","6/30/2010","8/17/2020","NM","121 E. Main St.","ELYSIAN INC","1","0","0","8","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/24/1907","1/1/1934","4/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.elysianbank.net","5012","","","","","","","","","2308"
"58291","0","3545258","","EMBARCADERO BANK","San Diego","CA","92101","6/30/2010","8/17/2020","NM","110 W. A St, # 1000","","1","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2006","12/18/2006","11/12/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.calprivate.bank","10438","","","","","","","","","1651"
"57228","0","3068579","3806511","EMBASSY BANK FOR THE LEHIGH VALLEY","Bethlehem","PA","18017","6/30/2010","8/17/2020","NM","100 Gateway Dr.","EMBASSY BCORP INC","7","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","11/6/2001","11/6/2001","11/11/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.embassybank.com","21335","3623","2258","1365","8712","0","0","0","9000","4213"
"58413","0","3482045","3482054","EMBASSY NATIONAL BANK","Lawrenceville","GA","30043","6/30/2010","8/17/2020","N","1817 N. Brown Rd.","EMBASSY BANCSHARES INC","1","0","0","4","1","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/5/2007","3/5/2007","10/1/2009","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.embassynationalbank.com","5597","","","","","","","","","283"
"57550","0","3269974","1398740","EMERALD BANK","Dublin","OH","43017","6/30/2010","8/17/2020","NM","6215 Perimeter Dr.","MIDDLEFIELD BANC CORP","2","0","0","4","0","Franklin","18140","Columbus, OH","6/1/2004","6/1/2004","11/7/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","1285","","","","","","","","","267"
"14944","0","12656","","EMERALD BANK","Burden","KS","67019","6/30/2010","8/17/2020","SM","333 N Main St.","","2","0","0","6","0","Cowley","","","10/1/1884","12/21/1934","12/31/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.mybankathome.com","553","284","0","284","260","0","0","0","9","445"
"12054","7209","137915","3212091","EMIGRANT BANK","New York","NY","10017","6/30/2010","8/17/2020","SB","5 E. 42nd St.","NEW YORK PRIVATE B&T CORP","4","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/30/1850","1/1/1934","11/30/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.emigrant.com","818001","14171","13540","631","43757","0","0","0","760073","18112"
"57834","0","3268173","3212091","EMIGRANT MERCANTILE BANK","New York","NY","10017","6/30/2010","8/17/2020","NM","6 E. 43rd St.","NEW YORK PRIVATE B&T CORP","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/9/2004","7/9/2004","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","3803","","","","","","","","","43"
"58170","0","3363966","3212091","EMIGRANT SAVINGS BANK - BRONX/WESTCHESTER","Bronx","NY","10458","6/30/2010","8/17/2020","SB","2526 Grand Concourse","NEW YORK PRIVATE B&T CORP","8","0","0","5","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/2005","9/1/2005","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","21195","4593","0","4593","16602","0","0","0","0","21195"
"58169","0","3363939","3212091","EMIGRANT SAVINGS BANK - BROOKLYN/QUEENS","Brooklyn","NY","11234","6/30/2010","8/17/2020","SB","1954 Flatbush Ave.","NEW YORK PRIVATE B&T CORP","6","0","0","5","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/2005","9/1/2005","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","20590","1669","0","1669","18921","0","0","0","0","20590"
"58167","0","3363920","3212091","EMIGRANT SAVINGS BANK - LONG ISLAND","Westbury","NY","11590","6/30/2010","8/17/2020","SB","1000 Merchant Concourse","NEW YORK PRIVATE B&T CORP","7","0","0","5","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/2005","9/1/2005","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","18978","1644","0","1644","17334","0","0","0","0","18978"
"58168","0","3363957","3212091","EMIGRANT SAVINGS BANK - MANHATTAN","New York","NY","10007","6/30/2010","8/17/2020","SB","261 Broadway","NEW YORK PRIVATE B&T CORP","10","0","0","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/2005","9/1/2005","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","24928","3244","0","3244","21684","0","0","0","0","24928"
"17633","11292","290052","1094314","EMPIRE BANK","Springfield","MO","65804","6/30/2010","8/17/2020","NM","1800 S. Glenstone","CENTRAL BANCOMPANY INC","18","0","0","4","0","Greene","44180","Springfield, MO","7/30/1956","7/30/1956","7/19/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","0","www.centralbank.net","57297","16472","11656","4816","38393","0","0","0","2432","23304"
"58632","0","3706013","","EMPIRE NATIONAL BANK","Islandia","NY","11749","6/30/2010","8/17/2020","N","1707 Veterans Hwy.","","3","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/25/2008","2/25/2008","2/28/2008","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.empirenb.com","5818","609","12","597","3054","0","0","0","2155","3601"
"57672","0","3277241","3439610","EMPIRE STATE BANK","Newburgh","NY","12550","6/30/2010","8/17/2020","SM","68 N. Plank Rd.","ES BANCSHARES INC","4","0","0","4","0","Orange","39100","                                        39100","6/28/2004","6/28/2004","3/9/2009","Stock","0","0","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.esbna.com","18624","","","","","","","","","1630"
"4789","14120","65858","1135824","EMPRISE BANK","Wichita","KS","67202","6/30/2010","8/17/2020","NM","257 N. Broadway St.","EMPRISE FINANCIAL CORP","41","0","0","4","1","Sedgwick","48620","Wichita, KS","5/21/1910","1/1/1934","11/11/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.emprisebank.com","57278","25764","11126","14638","1249","0","0","0","30265","26996"
"34378","0","2558970","3555341","ENCORE BANK, NATIONAL ASSOCIATION","Houston","TX","77046","6/30/2010","8/17/2020","N","Nine E. Greenway Plaza, # 10","ENCORE BANCSHARES INC","17","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","12/20/1956","6/30/2007","6/30/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","","329340","13225","7606","5619","46566","0","0","0","269549","14716"
"57293","0","3121072","","ENERBANK USA","Salt Lake City","UT","84106","6/30/2010","8/17/2020","NM","1245 E. Brickyard Rd, # 640","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","6/3/2002","6/3/2002","9/5/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.enerbank.com","5191","0","0","0","1576","0","0","0","3615","5191"
"27205","0","1186965","1081239","ENGLEWOOD BANK","Englewood","FL","34223","6/30/2010","8/17/2020","NM","1111 S. Mccall Rd.","CREWS BANKING CORP","4","0","0","4","1","Charlotte","39460","Punta Gorda, FL","4/4/1988","4/4/1988","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.englewoodbankandtrust.com","20405","","","","","","","","","1234"
"10716","0","431958","1108994","ENLOE STATE BANK","Cooper","TX","75432","6/30/2010","8/17/2020","NM","45 Texas Hwy. 24 N.","ENTEX BANCSHARES INC","1","0","0","2","0","Delta","","","6/5/1928","1/1/1934","11/30/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","2432","","","","","","","","","1429"
"13000","0","435059","1131956","ENNIS STATE BANK","Ennis","TX","75119","6/30/2010","8/17/2020","NM","815 W. Ennis Ave.","ENNIS BANCSHARES INC","2","0","0","4","0","Ellis","19100","Dallas-Fort Worth-Arlington, TX","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ennisstatebank.com","10760","","","","","","","","","4561"
"3326","0","365455","1134881","ENTERPRISE BANK","Houston","TX","77087","6/30/2010","8/17/2020","NM","7125 Gulf Fwy.","FARMERS&MERCHANTS BANCSHARES","9","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/7/1905","1/1/1934","3/30/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","54873","2793","224","2569","4915","0","0","0","47165","7249"
"34786","0","2730431","2730048","ENTERPRISE BANK","Allison Park","PA","15101","6/30/2010","8/17/2020","NM","4091 Mount Royal Boulvard","SEED MONEY LTD PARTNERSHIP","2","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/23/1998","10/23/1998","4/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.enterprisebankpgh.com","24167","","","","","","","","","1255"
"27237","12507","1190476","2303910","ENTERPRISE BANK & TRUST","Clayton","MO","63105","6/30/2010","8/17/2020","NM","150 N. Meramec","ENTERPRISE FINL SERVICES CORP","13","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","5/9/1988","5/9/1988","12/11/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","http://www.enterprisebank.com","80058","16967","13952","3015","19758","0","0","0","43332","16967"
"27408","11801","1356768","2461016","ENTERPRISE BANK AND TRUST COMPANY","Lowell","MA","1852","6/30/2010","8/17/2020","NM","222 Merrimack St.","ENTERPRISE BCORP INC","18","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/3/1989","1/3/1989","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.enterprisebanking.com","30504","24350","18405","5945","312","0","0","0","5842","30442"
"33380","0","1836701","3306356","ENTERPRISE BANK NATIONAL ASSOCIATION","Omaha","NE","68144","6/30/2010","8/17/2020","N","12800 W. Ctr. Rd.","ENTERPRISE HOLDING CO","3","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","4/10/1991","4/10/1991","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","https://www.ENTERPRISE.BANK","10009","","","","","","","","","413"
"32917","14011","1444580","3606261","ENTERPRISE BANK OF FLORIDA","North Palm Beach","FL","33408","6/30/2010","8/17/2020","NM","11811 Us. Hwy. 1","ENTERPRISE BCORP INC","4","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/10/1990","4/10/1990","6/27/2008","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","2164","437","0","437","1178","0","0","0","549","1586"
"11539","0","457426","","ENTERPRISE BANK OF SOUTH CAROLINA","Ehrhardt","SC","29081","6/30/2010","8/17/2020","NM","13497 Broxton Bridge Rd.","","12","0","0","4","0","Bamberg","","","1/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","https://ebsc.bank","47665","4897","0","4897","3107","0","0","0","39661","8004"
"19758","0","486837","3289459","ENTERPRISE BANKING COMPANY","Mcdonough","GA","30253","6/30/2010","8/17/2020","NM","2097 Hwy. 20 W","ENTERPRISE BANKING CO INC","2","0","0","4","1","Henry","12060","Atlanta-Sandy Springs-Roswell, GA","10/25/1925","10/25/1967","7/19/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","15155","","","","","","","","","14778"
"57055","0","3133011","","ENTERPRISE NATIONAL BANK N.J.","Kenilworth","NJ","7033","6/30/2010","8/17/2020","N","490 Blvd.","","2","0","0","4","0","Union","35620","New York-Newark-Jersey City, NY-NJ-PA","8/19/2002","8/19/2002","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","6989","","","","","","","","","1640"
"31485","7056","81175","","EQUITABLE BANK","Grand Island","NE","68801","6/30/2010","8/17/2020","SA","113 N Locust St","","6","0","0","4","0","Hall","24260","Grand Island, NE","1/1/1890","12/30/1965","3/29/2009","Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.equitableonline.com","9448","2623","","","1734","","","","","2623"
"26453","4616","269478","","EQUITABLE CO-OPERATIVE BANK","Lynn","MA","1904","6/30/2010","8/17/2020","SB","400 Broadway","","2","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1877","12/2/1985","1/11/2010","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","1689","","","","","","","","","1682"
"30707","5778","206473","","EQUITABLE SAVINGS AND LOAN ASSOCIATION","Sterling","CO","80751","6/30/2010","8/17/2020","SA","221 N 3rd St","","10","0","0","5","0","Logan","","","1/1/1921","8/10/1954","3/29/2009","Stock","0","0","OTS","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.equitable-savings.com","1101","986","","","0","","","","","986"
"16635","0","310754","2967358","EQUITY BANK","Minnetonka","MN","55343","6/30/2010","8/17/2020","NM","5900 Green Oak Dr.","EQUITY BANK HOLDING CO INC","2","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","3/1/1937","10/20/1947","7/10/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.americanequitybank.com","1323","","","","","","","","","1011"
"25858","0","139656","3180547","EQUITY BANK, A NATIONAL ASSOCIATION","Andover","KS","67002","6/30/2010","8/17/2020","N","Andover Rd. &central St.","EQUITY BANCSHARES INC","10","0","1","4","0","Butler","48620","Wichita, KS","1/21/1985","1/21/1985","8/16/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.equitybank.com","15749","4474","2630","1844","5152","0","0","0","6123","4579"
"23498","11362","766164","3233126","EQUITY BANK,SSB","Dallas","TX","75254","6/30/2010","8/17/2020","SB","5220 Spring Valley Rd, # 160","EJ FINANCIAL CORP","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/15/1981","7/15/1981","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.tbkbank.com","24393","","","","","","","","","828"
"18265","0","145956","1066919","ERICSON STATE BANK","Ericson","NE","68637","6/30/2010","8/17/2020","NM","427 Central Ave.","WHEELER COUNTY BANCSHARES INC","1","0","0","2","0","Wheeler","","","10/20/1959","6/15/1960","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","","1385","","","","","","","","","1385"
"16232","0","595038","1207981","ERIE STATE BANK","Erie","IL","61250","6/30/2010","8/17/2020","NM","915 8th Ave.","FORREST BANCSHARES INC","1","0","0","2","1","Whiteside","","","2/1/1945","2/1/1945","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","4487","","","","","","","","","427"
"27708","148","224178","","ESB BANK","Ellwood City","PA","16117","6/30/2010","8/17/2020","SB","600 Lawrence Ave.","","24","0","0","5","0","Lawrence","","","1/1/1915","12/19/1935","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","27849","4679","0","4679","22917","0","0","0","253","5739"
"16629","11230","918954","1051670","ESB FINANCIAL","Emporia","KS","66801","6/30/2010","8/17/2020","NM","8th &merchant St.","NAMYAW CORP INC","4","0","0","4","1","Lyon","","","3/16/1901","10/1/1947","9/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.esbtrust.com","11190","941","9","932","3644","844","0","0","6605","3741"
"1746","0","305433","","ESCAMBIA COUNTY BANK","Flomaton","AL","36441","6/30/2010","8/17/2020","NM","2151 Ringold St","","1","0","0","7","1","Escambia","","","1/1/1924","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","https://www.escambiacountybank.com","4585","","","","","","","","","4550"
"21220","0","729132","2464268","ESPIRITO SANTO BANK","Miami","FL","33131","6/30/2010","8/17/2020","NM","1395 Brickell Ave.","ESPIRITO SANTO CONTROL SA","1","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/12/1973","9/12/1973","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","118425","694","0","694","6733","7","2577","0","108421","6497"
"58140","18006","3447820","","ESQUIRE BANK","Brooklyn","NY","11201","6/30/2010","8/17/2020","SA","64 Court St.","","2","0","0","5","0","Kings","35620","New York-Newark-Jersey City, NY-NJ-PA","10/12/2006","10/12/2006","1/1/2009","Stock","0","0","OTS","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.esquirebank.com","18718","1591","","","1561","","","","","1591"
"28262","1254","952677","","ESSA BANK & TRUST","East Stroudsburg","PA","18360","6/30/2010","8/17/2020","SA","744 Main St.","","18","0","0","5","0","Monroe","20700","East Stroudsburg, PA","1/1/1916","1/30/1947","4/3/2007","Stock","0","1","OTS","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.essabank.com","21027","10611","","","2992","","","","","10611"
"8675","12790","781028","3687046","ESSEX BANK","Tappahannock","VA","22560","6/30/2010","8/17/2020","SM","1325 Tappahannock Blvd.","COMMUNITY BANKERS TRUST CORP","25","0","1","4","0","Essex","","","1/1/1926","1/1/1934","4/20/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.essexbank.com","29243","4619","11","4608","15337","0","0","0","9287","18372"
"17262","13145","961400","","ESSEX SAVINGS BANK","Essex","CT","6426","6/30/2010","8/17/2020","SB","35 Plains Rd.","","5","0","0","5","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","8/6/1851","10/2/1953","3/31/2006","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","www.essexsavings.com","34777","","","","","","","","","3156"
"28135","962","667074","","EUREKA BANK","Pittsburgh","PA","15213","6/30/2010","8/17/2020","SA","3455 Forbes Ave","","2","0","0","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1886","2/10/1943","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","12523","708","","","11709","","","","","708"
"29268","3193","794475","","EUREKA HOMESTEAD","Metairie","LA","70005","6/30/2010","8/17/2020","SA","1922 Veterans Blvd.","","2","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1884","8/3/1935","3/31/2006","Non-Stock","0","0","OTS","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.eurekahomestead.com","2206","320","","","1250","","","","","320"
"28401","1520","587677","","EUREKA SAVINGS BANK","La Salle","IL","61301","6/30/2010","8/17/2020","SB","250 Marquette St.","","4","0","0","5","0","La Salle","","","1/1/1885","3/16/1942","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.eurekasavings.com","29452","2133","0","2133","27319","0","0","0","0","2133"
"26725","0","110936","","EUROBANK","Coral Gables","FL","33134","6/30/2010","8/17/2020","NM","1901 Ponce De Leon Blvd.","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","10/2/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.bbamericas.com","12343","","","","","","","","","1046"
"26799","15503","498531","","EVABANK","Eva","AL","35621","6/30/2010","8/17/2020","NM","4113 Eva Rd.","","5","0","0","8","0","Morgan","19460","Decatur, AL","10/13/1986","10/13/1986","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.evabank.com","37695","654","0","654","9142","0","0","0","27899","2183"
"6947","13454","292908","1401190","EVANS BANK, NATIONAL ASSOCIATION","Angola","NY","14006","6/30/2010","8/17/2020","N","14-16 N. Main St.","EVANS BCORP INC","14","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1920","1/1/1934","7/24/2009","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://www.evansbank.com","13490","10388","5207","5181","2016","0","0","0","1086","11515"
"58279","0","3433047","1247334","EVANSVILLE COMMERCE BANK","Evansville","IN","47708","6/30/2010","8/17/2020","NM","20 N.W. 4th St.","CAPITOL BCORP LTD","1","0","0","4","0","Vanderburgh","21780","Evansville, IN-KY","5/30/2006","5/30/2006","5/30/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","0","","10146","","","","","","","","","1049"
"11584","10642","790721","2626691","EVB","Tappahannock","VA","22560","6/30/2010","8/17/2020","SM","307 Church Ln.","EASTERN VA BANKSHARES INC","29","0","0","4","0","Essex","","","1/1/1910","1/1/1934","3/17/2008","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","30883","7834","165","7669","6624","0","0","0","16425","14452"
"34775","15115","2735146","","EVERBANK","Jacksonville","FL","32202","6/30/2010","8/17/2020","SA","501 Riverside Ave.","","24","0","1","5","0","Duval","27260","Jacksonville, FL","10/1/1998","10/1/1998","5/28/2010","Stock","0","0","OTS","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","0","www.tiaabank.com","535929","30877","","","435522","","","","","30877"
"26444","12018","952172","","EVERETT CO-OPERATIVE BANK","Everett","MA","2149","6/30/2010","8/17/2020","SB","419 Broadway","","1","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","11/26/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.everettbank.com","17296","","","","","","","","","5944"
"35230","0","2834759","3477425","EVERGREEN BANK GROUP","Oak Brook","IL","60523","6/30/2010","8/17/2020","NM","1515 W. 22nd St, # 100w","BANCORP FINANCIAL INC","2","0","0","6","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/5/1999","10/5/1999","7/2/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.evergreenbankgroup.com","12498","1112","0","1112","11386","0","0","0","0","5240"
"28914","2610","55970","","EVERGREEN FEDERAL SAVINGS AND LOAN ASSOCIATION","Grants Pass","OR","97526","6/30/2010","8/17/2020","SA","969 S E 6th St.","","7","0","0","4","0","Josephine","24420","Grants Pass, OR","6/1/1934","11/5/1934","3/29/2009","Non-Stock","0","0","OTS","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.evergreenfederal.bank","18718","3518","","","13347","","","","","3518"
"23404","0","427858","1129627","EVERGREEN NATIONAL BANK","Evergreen","CO","80439","6/30/2010","8/17/2020","N","28145 Colorado Hwy. 74","EVERGREEN BCORP","2","0","0","4","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","4/15/1981","4/15/1981","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.enbcolorado.com","11813","","","","","","","","","11813"
"5328","14003","117841","1889529","EVERGREEN STATE BANK","Stoughton","WI","53589","6/30/2010","8/17/2020","NM","207 S. Forrest St.","FIRST NATL BCORP STOUGHTON INC","5","0","0","4","0","Dane","31540","Madison, WI","10/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","6267","","","","","","","","","1818"
"34010","0","2297998","3462494","EVERTRUST BANK","City Of Industry","CA","91748","6/30/2010","8/17/2020","NM","Puente Hills Mall No. 700, 1","INDUSTRIAL BK OF TAIWAN CO LTD","6","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/3/1995","5/3/1995","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.evertrustbank.com","50681","1299","613","686","23344","0","0","0","26038","1488"
"1299","13695","592448","3343351","EVOLVE BANK & TRUST","West Memphis","AR","72301","6/30/2010","8/17/2020","NM","301 Shoppingway Blvd.","EVOLVE FINANCIAL GROUP INC","16","0","1","5","0","Crittenden","32820","Memphis, TN-MS-AR","6/5/1925","1/1/1934","2/1/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.getevolved.com","2693","","","","","","","","","671"
"19189","11317","202550","1427006","EXCEL BANK","Sedalia","MO","65301","6/30/2010","8/17/2020","NM","917 S. Limit Ave.","INVESTORS FINL PETTIS CNTY","5","0","0","4","1","Pettis","","","7/30/1964","7/30/1964","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","","8947","","","","","","","","","3717"
